"Season","Date","HomeTeam","AwayTeam","FTR","FTHG","FTAG","HS","AS","HST","AST","HC","AC","HF","AF","HY","AY","cloud_cover","sunshine","global_radiation","max_temp","mean_temp","min_temp","precipitation","pressure","snow_depth"
"2015-2016",2015-08-15,"Tottenham","Stoke","D",2,2,13,16,7,7,4,3,15,11,2,2,7,5.3,180,20.8,17.5,14.2,0,101240,0
"2015-2016",2015-08-15,"West Ham","Leicester","A",1,2,10,11,3,6,8,4,11,12,1,3,7,5.3,180,20.8,17.5,14.2,0,101240,0
"2015-2016",2015-08-22,"West Ham","Bournemouth","A",3,4,10,15,4,7,5,4,8,11,0,0,3,9,221,21.5,22.9,15,0,101370,0
"2015-2016",2015-08-24,"Arsenal","Liverpool","D",0,0,19,15,5,8,7,8,2,13,1,4,8,0,61,19,14.8,12.5,11.4,99960,0
"2015-2016",2015-08-29,"Chelsea","Crystal Palace","A",1,2,26,13,9,6,7,7,9,15,1,1,7,3.5,138,20.8,18.2,14.1,3.2,101980,0
"2015-2016",2015-08-29,"Tottenham","Everton","D",0,0,20,8,6,3,6,2,20,9,4,1,7,3.5,138,20.8,18.2,14.1,3.2,101980,0
"2015-2016",2015-09-12,"Arsenal","Stoke","H",2,0,29,9,12,4,13,1,6,13,1,1,6,4.9,135,20,18.3,15,0,100770,0
"2015-2016",2015-09-14,"West Ham","Newcastle","H",2,0,17,14,3,4,6,7,8,11,0,2,6,3.1,110,19.9,15.8,11.8,1,99460,0
"2015-2016",2015-09-19,"Chelsea","Arsenal","H",2,0,22,9,7,2,5,5,12,11,3,1,3,8.1,160,20.2,15.2,10.7,0,102480,0
"2015-2016",2015-09-20,"Tottenham","Crystal Palace","H",1,0,22,12,6,4,6,5,9,11,1,2,2,7.5,152,14.8,14.7,9.1,0,102480,0
"2015-2016",2015-09-26,"Tottenham","Man City","H",4,1,15,22,8,8,5,9,17,6,5,1,3,8.4,151,19.3,12.4,6.7,0,102880,0
"2015-2016",2015-09-26,"West Ham","Norwich","D",2,2,19,16,7,7,7,5,7,17,0,0,3,8.4,151,19.3,12.4,6.7,0,102880,0
"2015-2016",2015-10-03,"Chelsea","Southampton","A",1,3,10,13,3,5,4,6,14,14,2,5,4,2.9,86,18.2,12.5,8.3,0,101550,0
"2015-2016",2015-10-04,"Arsenal","Man United","H",3,0,12,9,5,5,3,6,8,17,1,3,3,8.1,135,17.4,12.7,7.1,0.4,101380,0
"2015-2016",2015-10-17,"Chelsea","Aston Villa","H",2,0,9,8,3,1,4,4,22,17,1,3,8,0,30,15.7,11.7,10.5,0,102040,0
"2015-2016",2015-10-17,"Tottenham","Liverpool","D",0,0,13,12,4,3,8,6,15,11,1,2,8,0,30,15.7,11.7,10.5,0,102040,0
"2015-2016",2015-10-24,"Arsenal","Everton","H",2,1,20,10,5,5,7,5,11,14,2,0,7,0,26,12,12.7,11.4,3.4,101520,0
"2015-2016",2015-10-24,"West Ham","Chelsea","H",2,1,12,8,5,4,7,4,10,12,1,5,7,0,26,12,12.7,11.4,3.4,101520,0
"2015-2016",2015-10-31,"Chelsea","Liverpool","A",1,3,8,16,2,7,1,7,9,21,1,4,4,5,73,13,14.1,9.9,0.2,102230,0
"2015-2016",2015-11-02,"Tottenham","Aston Villa","H",3,1,17,13,6,2,4,3,6,15,0,3,4,1.9,47,13.3,10.7,7.9,0,102410,0
"2015-2016",2015-11-07,"West Ham","Everton","D",1,1,16,13,5,4,3,5,11,12,1,2,6,0.1,24,16.3,15.4,13.7,7.6,101830,0
"2015-2016",2015-11-08,"Arsenal","Tottenham","D",1,1,10,14,4,4,7,6,12,17,0,1,7,0,20,15.5,11.8,7.3,0.4,102040,0
"2015-2016",2015-11-21,"Chelsea","Norwich","H",1,0,21,4,7,2,6,5,4,12,1,4,5,3.6,46,6.7,4,1.7,0.2,100720,0
"2015-2016",2015-11-22,"Tottenham","West Ham","H",4,1,22,10,12,4,7,6,13,9,2,2,4,3.8,47,10,2.7,-1.4,0,101560,0
"2015-2016",2015-11-29,"Tottenham","Chelsea","D",0,0,9,5,4,1,4,4,14,9,4,2,7,0,15,13.4,8.8,4.2,2.2,100870,0
"2015-2016",2015-11-29,"West Ham","West Brom","D",1,1,17,7,6,3,5,2,15,16,0,2,7,0,15,13.4,8.8,4.2,2.2,100870,0
"2015-2016",2015-12-05,"Arsenal","Sunderland","H",3,1,16,11,7,4,3,2,7,11,1,1,8,0,13,14.4,10.4,6.8,0,101920,0
"2015-2016",2015-12-05,"Chelsea","Bournemouth","A",0,1,19,15,6,5,11,4,10,13,2,1,8,0,13,14.4,10.4,6.8,0,101920,0
"2015-2016",2015-12-12,"West Ham","Stoke","D",0,0,22,12,9,3,11,7,7,9,1,2,8,0,12,10.4,9.3,4.9,1.8,101850,0
"2015-2016",2015-12-13,"Tottenham","Newcastle","A",1,2,20,8,8,4,6,2,13,14,2,2,7,0,12,10.9,8.3,6.1,0,101830,0
"2015-2016",2015-12-19,"Chelsea","Sunderland","H",3,1,17,11,7,3,2,2,12,12,1,3,7,1,22,13.1,14.3,12.1,0,101220,0
"2015-2016",2015-12-21,"Arsenal","Man City","H",2,1,8,20,5,6,4,8,5,16,0,2,5,0.5,18,15,10.6,6.5,2,101460,0
"2015-2016",2015-12-26,"Chelsea","Watford","D",2,2,17,12,2,3,9,4,7,15,1,4,8,0,12,14.8,12.1,8.9,0.2,101820,0
"2015-2016",2015-12-26,"Tottenham","Norwich","H",3,0,15,11,10,3,9,4,4,13,1,2,8,0,12,14.8,12.1,8.9,0.2,101820,0
"2015-2016",2015-12-28,"Arsenal","Bournemouth","H",2,0,13,10,6,3,9,3,7,8,2,0,2,3.3,35,13.5,10.9,8.3,1.2,101690,0
"2015-2016",2015-12-28,"West Ham","Southampton","H",2,1,13,15,5,4,4,7,6,12,1,3,2,3.3,35,13.5,10.9,8.3,1.2,101690,0
"2015-2016",2016-01-02,"Arsenal","Newcastle","H",1,0,16,15,3,6,7,4,10,9,2,2,8,0,13,9.7,6.8,2.2,5.6,99810,0
"2015-2016",2016-01-02,"West Ham","Liverpool","H",2,0,18,23,10,2,3,9,11,8,1,1,8,0,13,9.7,6.8,2.2,5.6,99810,0
"2015-2016",2016-01-13,"Chelsea","West Brom","D",2,2,14,13,2,6,7,7,13,8,3,3,6,2.1,32,5.5,4.6,2,3,101310,0
"2015-2016",2016-01-13,"Tottenham","Leicester","A",0,1,21,10,5,2,16,8,13,10,1,0,6,2.1,32,5.5,4.6,2,3,101310,0
"2015-2016",2016-01-16,"Chelsea","Everton","D",3,3,14,9,7,4,6,4,12,5,1,1,3,4.7,48,4.5,1.8,-1.6,3.6,102880,0
"2015-2016",2016-01-16,"Tottenham","Sunderland","H",4,1,26,5,11,2,11,3,8,13,0,2,3,4.7,48,4.5,1.8,-1.6,3.6,102880,0
"2015-2016",2016-01-23,"West Ham","Man City","D",2,2,10,16,3,3,5,2,11,15,2,3,5,0.2,20,15.3,8.2,4.2,1,102880,0
"2015-2016",2016-01-24,"Arsenal","Chelsea","A",0,1,9,12,1,6,6,7,14,13,1,3,8,1.4,32,13.5,10.6,5.9,0,102630,0
"2015-2016",2016-02-02,"Arsenal","Southampton","D",0,0,21,14,11,3,13,3,11,19,2,1,4,5.3,65,9.7,9,8,0.2,101530,0
"2015-2016",2016-02-02,"West Ham","Aston Villa","H",2,0,25,6,6,2,5,5,9,11,3,0,4,5.3,65,9.7,9,8,0.2,101530,0
"2015-2016",2016-02-06,"Tottenham","Watford","H",1,0,26,3,9,0,15,1,12,9,0,1,8,0,21,10.5,10.9,9.2,6.8,99800,0
"2015-2016",2016-02-07,"Chelsea","Man United","D",1,1,16,17,5,7,10,11,6,9,0,3,5,4.3,63,9.6,7.7,4.9,14.4,99200,0
"2015-2016",2016-02-13,"Chelsea","Newcastle","H",5,1,15,10,5,4,8,3,16,14,0,1,7,0,24,6.6,3.7,2.3,3.8,98720,0
"2015-2016",2016-02-14,"Arsenal","Leicester","H",2,1,24,7,6,3,11,1,9,10,4,3,5,3.5,64,6.9,4.1,1.6,0,99700,0
"2015-2016",2016-02-27,"West Ham","Sunderland","H",1,0,9,13,3,4,5,6,11,9,1,0,7,0.8,47,8.3,4.5,2.9,0,101080,0
"2015-2016",2016-02-28,"Tottenham","Swansea","H",2,1,34,10,14,4,7,7,11,14,2,3,6,1.8,60,9.3,5.4,2.6,0,102110,0
"2015-2016",2016-03-02,"Arsenal","Swansea","A",1,2,18,11,4,2,7,3,8,11,0,2,6,2.4,76,9.2,5.6,3.6,3.8,99950,0
"2015-2016",2016-03-02,"West Ham","Tottenham","H",1,0,14,9,3,2,6,3,10,11,0,3,6,2.4,76,9.2,5.6,3.6,3.8,99950,0
"2015-2016",2016-03-05,"Chelsea","Stoke","D",1,1,20,16,7,5,8,4,9,10,1,2,4,0.1,42,6.4,2.9,-0.9,0.6,100010,0
"2015-2016",2016-03-05,"Tottenham","Arsenal","D",2,2,26,10,11,4,9,2,9,10,2,2,4,0.1,42,6.4,2.9,-0.9,0.6,100010,0
"2015-2016",2016-03-19,"Chelsea","West Ham","D",2,2,22,13,5,6,10,9,13,14,3,5,8,0,46,10.9,6.7,4.4,0,102640,0
"2015-2016",2016-03-20,"Tottenham","Bournemouth","H",3,0,17,2,8,0,4,5,11,6,0,1,7,1.4,80,12.2,8,5,0,102510,0
"2015-2016",2016-04-02,"Arsenal","Watford","H",4,0,19,6,12,2,8,3,7,10,1,1,6,7.6,180,15.5,11.2,8,3.2,101210,0
"2015-2016",2016-04-02,"West Ham","Crystal Palace","D",2,2,18,12,6,5,4,5,12,19,2,2,6,7.6,180,15.5,11.2,8,3.2,101210,0
"2015-2016",2016-04-09,"West Ham","Arsenal","D",3,3,19,11,7,6,7,4,11,8,2,0,6,2.4,117,13.3,9,6.3,0,100340,0
"2015-2016",2016-04-10,"Tottenham","Man United","H",3,0,16,5,8,1,2,7,10,10,3,3,3,9.4,214,14.3,7,0.7,1.2,100730,0
"2015-2016",2016-04-16,"Chelsea","Man City","A",0,3,11,11,4,8,11,3,12,15,2,3,6,1.4,104,12,7.1,4.7,0.2,100460,0
"2015-2016",2016-04-17,"Arsenal","Crystal Palace","D",1,1,21,7,6,2,10,5,7,13,0,2,2,9.4,225,13,6.2,0.3,0,101600,0
"2015-2016",2016-04-20,"West Ham","Watford","H",3,1,18,7,7,4,4,2,11,17,0,2,0,13,272,17,9.6,4.5,0,102960,0
"2015-2016",2016-04-21,"Arsenal","West Brom","H",2,0,16,8,7,1,2,6,14,14,0,1,6,4.3,160,11.3,11.4,5.9,0,102380,0
"2015-2016",2016-04-25,"Tottenham","West Brom","D",1,1,19,16,2,3,9,7,8,13,0,1,8,1.5,113,10.6,8.8,5.5,0.8,101070,0
"2015-2016",2016-04-30,"Arsenal","Norwich","H",1,0,14,12,3,3,7,3,8,7,1,0,2,10.1,251,16.5,7.8,1.4,0.2,102160,0
"2015-2016",2016-05-02,"Chelsea","Tottenham","D",2,2,13,16,5,5,7,8,9,20,3,9,7,1.7,123,15.7,14.2,9.9,0.4,102080,0
"2015-2016",2016-05-07,"West Ham","Swansea","A",1,4,25,13,7,6,13,3,11,8,3,0,6,6.3,206,26.8,18.4,12.8,0,100670,0
"2015-2016",2016-05-08,"Tottenham","Southampton","A",1,2,20,10,6,2,10,2,8,16,0,3,1,13.3,301,24.9,20,13.3,0,100700,0
"2015-2016",2016-05-10,"West Ham","Man United","H",3,2,20,3,6,2,6,2,6,18,1,3,8,0,75,18.9,16.2,15.2,27,100610,0
"2015-2016",2016-05-15,"Arsenal","Aston Villa","H",4,0,16,5,7,2,5,4,12,6,0,1,4,8.3,242,18.1,11.3,5.2,0,102220,0
"2015-2016",2016-05-15,"Chelsea","Leicester","D",1,1,17,18,4,5,7,6,4,12,0,0,4,8.3,242,18.1,11.3,5.2,0,102220,0
"2016-2017",2016-08-14,"Arsenal","Liverpool","A",3,4,9,16,5,7,5,4,13,17,3,3,5,4.4,167,24.7,19.6,16.2,0,102530,0
"2016-2017",2016-08-15,"Chelsea","West Ham","H",2,1,16,7,6,3,7,1,16,16,5,2,0,13.2,278,25,18.6,12.4,0,102440,0
"2016-2017",2016-08-20,"Tottenham","Crystal Palace","H",1,0,20,10,5,2,10,4,19,9,3,3,6,1.9,118,23.5,18.1,14.3,0.6,100660,0
"2016-2017",2016-08-27,"Chelsea","Burnley","H",3,0,22,6,10,0,9,5,6,9,2,2,5,2.2,117,21.5,21.2,15.9,0,101560,0
"2016-2017",2016-08-27,"Tottenham","Liverpool","D",1,1,11,13,4,3,5,5,11,17,3,5,5,2.2,117,21.5,21.2,15.9,0,101560,0
"2016-2017",2016-09-10,"Arsenal","Southampton","H",2,1,17,11,2,5,6,1,10,8,2,5,7,0,50,22,18.6,17.9,3.2,101280,0
"2016-2017",2016-09-16,"Chelsea","Liverpool","A",1,2,12,13,4,5,6,4,6,13,1,1,7,0.3,59,16.3,16.8,15.9,2.2,101270,0
"2016-2017",2016-09-18,"Tottenham","Sunderland","H",1,0,31,6,9,2,14,1,7,16,1,5,8,0.8,69,19.6,17,13.4,0,102140,0
"2016-2017",2016-09-24,"Arsenal","Chelsea","H",3,0,14,9,5,2,9,1,9,11,0,2,3,4.9,118,21,16.5,9.8,1.6,101700,0
"2016-2017",2016-10-02,"Tottenham","Man City","H",2,0,13,12,7,6,4,3,20,10,2,2,4,7,127,18.5,13.3,9,0,101680,0
"2016-2017",2016-10-15,"Arsenal","Swansea","H",3,2,16,13,6,6,5,6,7,10,0,1,5,2.2,65,18.4,13.4,8.7,7.8,100670,0
"2016-2017",2016-10-15,"Chelsea","Leicester","H",3,0,16,5,6,0,8,5,6,12,1,1,5,2.2,65,18.4,13.4,8.7,7.8,100670,0
"2016-2017",2016-10-22,"Arsenal","Middlesbrough","D",0,0,9,11,5,4,8,3,6,13,1,0,5,1.8,54,13.8,9.8,5,0,101650,0
"2016-2017",2016-10-23,"Chelsea","Man United","H",4,0,14,16,6,5,5,7,7,17,3,2,5,4.7,79,13.3,10,6.2,0,101180,0
"2016-2017",2016-10-29,"Tottenham","Leicester","D",1,1,22,6,5,1,8,1,11,20,3,4,7,0,24,12.1,13.8,12.2,0,103450,0
"2016-2017",2016-11-05,"Chelsea","Everton","H",5,0,21,1,9,0,4,2,5,16,0,3,4,1,36,7.9,5.6,1.8,0,100610,0
"2016-2017",2016-11-06,"Arsenal","Tottenham","D",1,1,15,10,2,3,7,2,11,17,1,2,3,4.9,65,8.3,4.8,1.6,1.6,100660,0
"2016-2017",2016-11-19,"Tottenham","West Ham","H",3,2,14,11,6,3,4,5,13,16,3,2,5,3,43,7.9,5.2,1.3,18.2,100030,0
"2016-2017",2016-11-26,"Chelsea","Tottenham","H",2,1,9,12,5,6,3,8,13,16,2,1,4,2.7,38,8.6,6.1,2.8,0.2,102110,0
"2016-2017",2016-11-27,"Arsenal","Bournemouth","H",3,1,16,9,3,3,3,10,12,13,3,5,7,0.2,19,8.9,6.2,3.8,0,102500,0
"2016-2017",2016-12-03,"Tottenham","Swansea","H",5,0,28,1,15,0,5,0,11,17,0,4,5,2.7,34,8.2,7.5,5.5,0,102550,0
"2016-2017",2016-12-10,"Arsenal","Stoke","H",3,1,21,12,6,5,7,7,9,6,0,0,8,0,12,10.3,12,10.4,4.4,102090,0
"2016-2017",2016-12-11,"Chelsea","West Brom","H",1,0,12,6,2,1,3,1,6,10,2,4,2,4.7,41,11.4,6.9,3.5,0.2,102470,0
"2016-2017",2016-12-14,"Tottenham","Hull","H",3,0,27,10,9,5,5,5,6,14,0,2,2,3.9,37,11.5,10.1,6.3,0,101980,0
"2016-2017",2016-12-18,"Tottenham","Burnley","H",2,1,30,5,9,2,11,2,10,11,1,2,8,0,12,7,6.8,6,0,103620,0
"2016-2017",2016-12-26,"Arsenal","West Brom","H",1,0,26,3,11,1,6,5,11,7,2,1,3,4.5,40,6.8,7,5.4,0,103160,0
"2016-2017",2016-12-26,"Chelsea","Bournemouth","H",3,0,14,7,4,3,5,5,13,14,1,1,3,4.5,40,6.8,7,5.4,0,103160,0
"2016-2017",2016-12-31,"Chelsea","Stoke","H",4,2,18,5,7,2,8,3,12,10,3,2,8,0,13,10.1,4.6,0.4,0.4,103090,0
"2016-2017",2017-01-01,"Arsenal","Crystal Palace","H",2,0,22,7,7,4,8,4,9,7,1,1,8,0,13,5.5,7.5,4.8,6.4,101860,0
"2016-2017",2017-01-04,"Tottenham","Chelsea","H",2,0,9,11,2,2,1,6,9,8,3,2,5,0,13,6.2,3.9,-0.9,0,102570,0
"2016-2017",2017-01-14,"Tottenham","West Brom","H",4,0,21,3,11,0,8,0,11,12,0,2,4,0.7,23,9,2.2,-0.5,3.4,102030,0
"2016-2017",2017-01-22,"Arsenal","Burnley","H",2,1,24,13,8,7,10,4,12,11,1,3,0,6.2,60,4.6,1.1,-4.5,0,102720,0
"2016-2017",2017-01-22,"Chelsea","Hull","H",2,0,9,9,5,4,9,7,12,10,1,3,0,6.2,60,4.6,1.1,-4.5,0,102720,0
"2016-2017",2017-01-31,"Arsenal","Watford","A",1,2,20,10,5,6,9,5,12,15,3,3,8,0,19,11.9,8.1,5.5,2.8,101290,0
"2016-2017",2017-02-04,"Chelsea","Arsenal","H",3,1,13,9,6,5,10,13,14,8,1,1,4,2.8,50,5.6,6,1.9,0.6,99730,0
"2016-2017",2017-02-04,"Tottenham","Middlesbrough","H",1,0,17,8,5,0,11,2,8,11,0,1,4,2.8,50,5.6,6,1.9,0.6,99730,0
"2016-2017",2017-02-11,"Arsenal","Hull","H",2,0,17,9,7,4,3,8,12,9,3,1,8,0,23,6.1,1.6,0.6,0.8,102260,0
"2016-2017",2017-02-25,"Chelsea","Swansea","H",3,1,16,3,5,2,8,1,11,14,1,3,8,0,30,12.7,7.8,4.8,1.4,101370,0
"2016-2017",2017-02-26,"Tottenham","Stoke","H",4,0,21,5,9,3,8,5,11,14,2,3,8,0.3,38,9,10.4,8.2,7.4,100590,0
"2016-2017",2017-03-05,"Tottenham","Everton","H",3,2,20,8,7,4,7,2,9,14,1,2,7,2.3,77,10.7,8.3,5.4,3.2,99140,0
"2016-2017",2017-03-19,"Tottenham","Southampton","H",2,1,12,8,6,3,5,1,12,13,3,3,8,0.5,61,12.8,13.8,11.6,0.8,100920,0
"2016-2017",2017-04-01,"Chelsea","Crystal Palace","A",1,2,24,8,11,3,9,3,12,14,3,2,6,4.7,141,16.5,12.2,8.2,0,100980,0
"2016-2017",2017-04-02,"Arsenal","Man City","D",2,2,8,14,3,5,3,8,8,15,3,2,2,10.9,216,17.4,11.6,6.6,0,102180,0
"2016-2017",2017-04-05,"Arsenal","West Ham","H",3,0,21,7,8,2,5,0,11,5,2,2,2,9.9,210,17.7,10.3,5.2,0,103100,0
"2016-2017",2017-04-05,"Chelsea","Man City","H",2,1,10,17,4,7,2,9,10,14,1,3,2,9.9,210,17.7,10.3,5.2,0,103100,0
"2016-2017",2017-04-08,"Tottenham","Watford","H",4,0,19,8,6,2,7,5,12,12,0,1,0,12,239,25.4,12.8,4.8,0,102360,0
"2016-2017",2017-04-15,"Tottenham","Bournemouth","H",4,0,24,5,14,1,13,1,8,10,0,1,6,4.5,156,16,12.3,9,0,101840,0
"2016-2017",2017-04-25,"Chelsea","Southampton","H",4,2,17,12,7,4,6,7,13,9,2,2,3,8.9,228,11.1,6,0.3,0.2,101420,0
"2016-2017",2017-04-26,"Arsenal","Leicester","H",1,0,12,7,5,3,12,1,9,13,2,4,4,5,175,11.1,6.7,2.2,1.4,101830,0
"2016-2017",2017-04-30,"Tottenham","Arsenal","H",2,0,20,12,11,4,14,5,7,15,1,3,6,1.5,116,14.3,13.4,8.7,1.4,100200,0
"2016-2017",2017-05-07,"Arsenal","Man United","H",2,0,9,10,4,4,5,9,14,10,1,0,5,6.7,211,12.1,13.6,8.4,0,102090,0
"2016-2017",2017-05-08,"Chelsea","Middlesbrough","H",3,0,21,2,7,1,8,1,8,21,0,2,7,0,74,14.9,9.8,7.5,0,102680,0
"2016-2017",2017-05-14,"Tottenham","Man United","H",2,1,14,8,7,2,8,3,14,15,1,2,4,8.1,238,20.9,16.4,11.8,0.4,101840,0
"2016-2017",2017-05-15,"Chelsea","Watford","H",4,3,24,9,9,3,8,3,7,12,2,4,8,0,77,25,15.2,9.6,0,102440,0
"2016-2017",2017-05-16,"Arsenal","Sunderland","H",2,0,36,6,13,2,17,3,15,10,4,2,7,4.4,182,17.7,19.2,13.5,14.8,102350,0
"2016-2017",2017-05-21,"Arsenal","Everton","H",3,1,17,22,9,7,4,6,10,15,2,4,3,12.7,305,24.9,14.7,8.6,0,102320,0
"2016-2017",2017-05-21,"Chelsea","Sunderland","H",5,1,28,7,8,3,11,1,8,15,1,1,3,12.7,305,24.9,14.7,8.6,0,102320,0
"2017-2018",2017-08-11,"Arsenal","Leicester","H",4,3,27,6,10,3,9,4,9,12,0,1,3,8.5,229,22.5,16.2,9.9,0,101900,0
"2017-2018",2017-08-12,"Chelsea","Burnley","A",2,3,19,10,6,5,8,5,16,11,3,3,7,4.3,168,22.7,19.6,16.6,0,101590,0
"2017-2018",2017-08-20,"Tottenham","Chelsea","A",1,2,18,9,6,2,14,3,14,21,3,3,4,6.3,189,19.7,15.6,9.7,6.8,102320,0
"2017-2018",2017-08-27,"Chelsea","Everton","H",2,0,18,7,7,0,6,3,12,7,2,2,3,9.3,217,27.7,21.1,15.9,0,101830,0
"2017-2018",2017-08-27,"Tottenham","Burnley","D",1,1,28,13,5,3,10,7,9,9,0,0,3,9.3,217,27.7,21.1,15.9,0,101830,0
"2017-2018",2017-09-09,"Arsenal","Bournemouth","H",3,0,15,6,8,1,8,2,14,8,0,1,4,6.9,163,17.4,14.3,10,7.2,99790,0
"2017-2018",2017-09-16,"Tottenham","Swansea","D",0,0,26,4,8,0,11,1,11,9,1,3,7,2.8,104,17.3,12.1,8.2,0.2,101180,0
"2017-2018",2017-09-17,"Chelsea","Arsenal","D",0,0,13,11,4,2,5,1,11,15,1,3,7,3.3,109,17.4,12.8,8.4,0.4,101380,0
"2017-2018",2017-09-25,"Arsenal","West Brom","H",2,0,16,7,6,3,7,4,8,17,1,4,8,0,42,21.1,16.6,14.9,0,101960,0
"2017-2018",2017-09-30,"Chelsea","Man City","A",0,1,4,17,2,6,4,8,8,13,0,2,7,2.4,83,18.4,14.2,10.9,2,101640,0
"2017-2018",2017-10-01,"Arsenal","Brighton","H",2,0,25,9,12,1,6,5,7,8,0,2,8,0,39,18.1,16.1,13.7,0,101090,0
"2017-2018",2017-10-14,"Tottenham","Bournemouth","H",1,0,18,5,6,1,9,5,9,7,1,3,6,0.3,40,20.2,17.9,15.7,0,102380,0
"2017-2018",2017-10-21,"Chelsea","Watford","H",4,2,14,16,8,5,6,6,13,16,2,3,7,4.8,83,14.2,14.2,12,0.4,100230,0
"2017-2018",2017-10-22,"Tottenham","Liverpool","H",4,1,14,12,6,7,3,5,2,8,0,1,6,4.5,79,17,11.7,9.2,0,101300,0
"2017-2018",2017-10-28,"Arsenal","Swansea","H",2,1,17,4,5,2,5,2,9,9,0,0,2,3,61,13.9,10.8,5.1,0,102630,0
"2017-2018",2017-11-05,"Chelsea","Man United","H",1,0,18,10,8,2,4,7,16,20,1,3,2,4.9,67,12.1,6.8,2.8,0,101480,0
"2017-2018",2017-11-05,"Tottenham","Crystal Palace","H",1,0,12,11,2,3,10,9,6,7,0,2,2,4.9,67,12.1,6.8,2.8,0,101480,0
"2017-2018",2017-11-18,"Arsenal","Tottenham","H",2,0,14,14,5,4,7,4,11,16,4,1,7,0,17,10.5,5.7,2.2,4,102310,0
"2017-2018",2017-11-25,"Tottenham","West Brom","D",1,1,24,5,5,2,8,0,10,13,1,4,3,6.1,57,10.1,3.2,-1.3,0.2,101650,0
"2017-2018",2017-11-29,"Arsenal","Huddersfield","H",5,0,21,7,7,2,7,2,10,12,0,1,5,0.1,17,4.3,4,1.8,0,101070,0
"2017-2018",2017-11-29,"Chelsea","Swansea","H",1,0,21,2,10,0,15,1,10,7,1,0,5,0.1,17,4.3,4,1.8,0,101070,0
"2017-2018",2017-12-02,"Arsenal","Man United","A",1,3,33,8,15,4,12,1,11,10,3,2,8,0,13,10.4,5,2.5,0.4,102710,0
"2017-2018",2017-12-02,"Chelsea","Newcastle","H",3,1,23,8,9,2,11,4,8,13,0,1,8,0,13,10.4,5,2.5,0.4,102710,0
"2017-2018",2017-12-09,"Tottenham","Stoke","H",5,1,20,4,11,3,12,6,12,9,1,0,3,3.7,37,2.6,1.3,-1.4,12,101510,0
"2017-2018",2017-12-13,"Tottenham","Brighton","H",2,0,25,7,8,4,10,2,5,10,1,1,7,0.1,14,6.9,3.9,-1.9,7.2,99660,0
"2017-2018",2017-12-16,"Arsenal","Newcastle","H",1,0,23,10,5,2,7,5,13,9,2,1,3,2.2,29,9.5,3,0,0.2,101780,0
"2017-2018",2017-12-16,"Chelsea","Southampton","H",1,0,24,6,8,2,8,4,8,16,1,3,3,2.2,29,9.5,3,0,0.2,101780,0
"2017-2018",2017-12-22,"Arsenal","Liverpool","D",3,3,11,14,4,9,7,8,9,11,1,0,8,0,12,9.8,10.3,8.9,0,103580,0
"2017-2018",2017-12-26,"Chelsea","Brighton","H",2,0,25,8,8,1,13,1,8,8,0,1,5,2.3,29,3.5,5.8,3.5,10.4,99360,0
"2017-2018",2017-12-26,"Tottenham","Southampton","H",5,2,16,16,7,6,3,8,8,15,0,2,5,2.3,29,3.5,5.8,3.5,10.4,99360,0
"2017-2018",2017-12-30,"Chelsea","Stoke","H",5,0,21,1,12,1,7,0,5,10,1,1,8,0.5,18,11.6,9.7,5,4.6,99660,0
"2017-2018",2018-01-03,"Arsenal","Chelsea","D",2,2,14,19,6,6,10,8,11,11,3,2,6,1.3,25,12.9,8.2,5.7,8.2,99630,0
"2017-2018",2018-01-04,"Tottenham","West Ham","D",1,1,31,3,8,1,7,1,10,6,0,2,6,0.1,15,9.1,9.5,6.1,2,99470,0
"2017-2018",2018-01-13,"Chelsea","Leicester","D",0,0,17,14,7,1,6,3,14,13,2,2,8,0.5,21,9,6.8,5.3,0,102010,0
"2017-2018",2018-01-13,"Tottenham","Everton","H",4,0,20,7,10,0,3,3,11,15,0,2,8,0.5,21,9,6.8,5.3,0,102010,0
"2017-2018",2018-01-20,"Arsenal","Crystal Palace","H",4,1,16,9,10,5,5,10,6,8,0,0,8,0,16,10.8,3.1,1.5,4,100360,0
"2017-2018",2018-01-31,"Chelsea","Bournemouth","A",0,3,21,11,5,5,8,5,5,12,1,0,5,1.9,40,7.5,5,1.1,2.4,100550,0
"2017-2018",2018-01-31,"Tottenham","Man United","H",2,0,22,6,6,3,6,3,10,13,2,2,5,1.9,40,7.5,5,1.1,2.4,100550,0
"2017-2018",2018-02-03,"Arsenal","Everton","H",5,1,15,11,7,2,4,6,8,8,2,0,8,0,20,5.7,3.8,3.4,5.4,100810,0
"2017-2018",2018-02-10,"Tottenham","Arsenal","H",1,0,18,6,6,1,10,2,13,9,2,1,6,0,23,7.6,4.1,-1.8,3.4,101130,0
"2017-2018",2018-02-12,"Chelsea","West Brom","H",3,0,20,8,8,1,8,7,11,11,0,2,2,5.7,78,5.9,3.1,-1.2,0.2,101430,0
"2017-2018",2018-03-01,"Arsenal","Man City","A",0,3,10,9,5,5,6,1,11,11,1,1,8,0,35,1.7,-2.4,-5.1,0,100120,0
"2017-2018",2018-03-03,"Tottenham","Huddersfield","H",2,0,15,3,7,3,8,1,6,8,1,1,8,0,36,9.9,2.8,-1.5,0.8,99210,0
"2017-2018",2018-03-10,"Chelsea","Crystal Palace","H",2,1,27,9,11,2,12,3,8,9,1,2,7,0.1,45,12.8,9.8,5.5,0.2,99480,0
